DAY,RECORD_NUMBER,MEAN_TEMP,HIGH_TEMP,HIGH_TEMP_TIME,LOW_TEMP,LOW_TEMP_TIME,MEAN_TEMP_15,HIGH_TEMP_15,HIGH_TEMP_15_TIME,LOW_TEMP_15,LOW_TEMP_15_TIME,HEAT_DEG_DAYS,COOL_DEG_DAYS,RAIN,AVG_WIND_SPEED,HIGH_WIND_SPEED,HIGH_WIND_SPEED_TIME,DOM_DIR,MEAN_HUMID,HIGH_HUMID,HIGH_HUMID_TIME,LOW_HUMID,LOW_HUMID_TIME,MEAN_BAROM,HIGH_BAROM,HIGH_BAROM_TIME,LOW_BAROM,LOW_BAROM_TIME,MEAN_RADIATION,HIGH_RADIATION,HIGH_UV,GDD
11/06/20,1989,"20,10","25,7",16:00:00,"15,0",07:40:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,8","0,0","5,60","35,4",14:30:00,158,"76,42",93,23:55:00,51,17:15:00,"1007,8","1015,2",00:05:00,"1002,5",19:30:00,,,,"10,12"
12/06/20,1990,"21,70","27,1",17:45:00,"15,9",01:05:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,4","0,0","7,50","40,2",18:20:00,183,"49,15",95,00:20:00,28,17:45:00,"1004,7","1009,1",23:55:00,"1002,6",03:45:00,,,,"11,70"
13/06/20,1991,"20,20","24,1",17:00:00,"12,6",06:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,8","0,0","5,40","32,2",15:45:00,137,"53,58",78,23:00:00,39,10:50:00,"1013,1","1018,2",23:45:00,"1009,2",00:05:00,,,,"10,15"
14/06/20,1992,"19,60","25,9",16:45:00,"13,2",07:00:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,2","0,0","2,90","24,1",14:00:00,85,"70,09",85,04:55:00,49,19:55:00,"1018,4","1019,8",23:54:00,"1017,4",05:10:00,,,,"9,56"
15/06/20,1993,"20,60","25,3",13:50:00,"15,0",06:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","2,2","0,0","3,50","29,0",15:45:00,81,"72,94",91,04:00:00,49,15:45:00,1020,"1021,2",09:50:00,"1019,1",04:25:00,,,,"10,58"
16/06/20,1994,"18,10","21,9",11:00:00,"15,3",00:00:00,N/A,N/A,N/A,N/A,N/A,"0,20","0,0","14,6","4,30","32,2",14:55:00,22,"88,43",98,22:45:00,75,13:45:00,"1018,3","1019,9",00:05:00,"1016,4",19:45:00,,,,"8,14"
17/06/20,1995,"18,00","21,7",11:45:00,"13,6",06:30:00,N/A,N/A,N/A,N/A,N/A,"0,30","0,0","0,2","2,90","25,7",13:20:00,107,"83,21",99,00:30:00,63,09:35:00,"1016,7","1018,8",00:10:00,"1015,7",18:25:00,,,,"8,05"
18/06/20,1996,"18,00","21,2",14:25:00,"14,4",01:15:00,N/A,N/A,N/A,N/A,N/A,"0,30","0,0","0,0","3,60","29,0",14:20:00,75,"88,32",97,01:20:00,77,10:40:00,1016,"1018,3",23:41:00,"1014,8",05:05:00,,,,"7,99"
19/06/20,1997,"18,80","23,3",15:29:00,"14,9",02:55:00,N/A,N/A,N/A,N/A,N/A,"0,00","0,5","0,0","2,30","22,5",13:59:00,121,"90,72",98,01:50:00,77,15:30:00,"1019,7","1022,1",23:36:00,"1018,1",00:05:00,,,,"8,84"
20/06/20,1998,"20,70","25,2",16:40:00,"16,1",06:07:00,N/A,N/A,N/A,N/A,N/A,"0,00","2,4","0,0","2,60","17,7",15:10:00,82,"89,98",100,08:25:00,76,14:45:00,"1021,6","1022,7",12:40:00,"1020,6",19:50:00,,,,"10,73"
21/06/20,1999,"22,20","27,7",18:20:00,"17,1",06:05:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,9","0,2","4,50","25,7",16:55:00,209,"83,82",100,06:20:00,61,18:05:00,"1022,1","1023,3",10:00:00,"1020,9",18:55:00,,,,"12,19"
22/06/20,2000,"22,80","27,1",16:00:00,"17,5",06:23:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,5","0,0","7,20","33,8",15:07:00,179,"64,07",82,23:54:00,46,15:30:00,"1022,4","1023,7",09:16:00,"1020,4",18:40:00,,,,"12,79"
23/06/20,2001,"21,90","26,2",14:30:00,"17,3",05:32:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,6","0,0","6,70","35,4",13:21:00,182,"73,47",93,06:43:00,50,16:09:00,1020,"1021,9",00:40:00,"1018,3",19:41:00,,,,"11,93"
24/06/20,2002,"22,60","28,7",16:07:00,"16,2",06:39:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,2","0,0","6,10","27,4",13:05:00,187,"67,32",92,06:28:00,41,15:43:00,"1018,8","1020,4",23:07:00,"1017,5",20:27:00,,,,"12,56"
25/06/20,2003,"23,40","29,4",13:59:00,"17,2",06:40:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,0","0,0","5,10","32,2",17:00:00,180,"57,84",84,03:37:00,32,13:51:00,"1017,6","1020,0",00:00:00,"1016,1",18:44:00,,,,"13,38"
26/06/20,2004,"22,80","28,4",15:36:00,"15,8",06:40:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,5","0,0","5,50","30,6",14:52:00,171,"54,77",79,06:06:00,34,13:00:00,"1016,5","1018,3",01:08:00,"1013,8",19:50:00,,,,"12,84"
27/06/20,2005,"23,60","29,2",16:18:00,"17,3",06:55:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,3","0,0","5,30","24,1",18:40:00,192,"62,00",81,06:02:00,41,16:31:00,"1016,1","1017,8",23:47:00,"1015,1",04:58:00,,,,"13,60"
28/06/20,2006,"23,30","28,8",17:46:00,"17,2",06:57:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,0","0,0","5,80","27,4",14:34:00,186,"71,60",89,23:39:00,46,17:33:00,"1018,5","1019,5",12:09:00,"1017,4",18:26:00,,,,"13,32"
29/06/20,2007,"23,30","27,9",13:36:00,"18,0",06:42:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,0","0,0","5,00","24,1",16:37:00,107,"77,57",93,06:20:00,63,11:48:00,"1017,6","1018,7",00:30:00,"1016,2",19:38:00,,,,"13,31"
30/06/20,2008,"23,70","29,5",16:08:00,"18,7",05:05:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,4","0,0","4,40","22,5",13:34:00,178,"73,59",94,03:55:00,38,17:11:00,"1015,7","1017,8",00:39:00,"1013,1",19:47:00,,,,"13,71"
01/07/20,2009,"24,30","30,6",16:12:00,"18,0",06:48:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,0","0,0","3,70","24,1",17:15:00,193,"74,02",91,04:47:00,47,18:28:00,"1012,7","1014,4",00:02:00,"1011,4",18:44:00,,,,"14,30"
02/07/20,2010,"24,40","27,2",17:29:00,"21,7",01:41:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,1","0,0","7,80","30,6",16:55:00,51,"79,00",91,04:33:00,65,10:53:00,"1014,9","1017,1",23:50:00,"1013,3",00:43:00,,,,"14,41"
03/07/20,2011,"23,10","26,1",13:39:00,"20,7",07:20:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,8","0,0","7,00","32,2",15:52:00,164,"67,35",88,00:00:00,47,11:04:00,"1019,6","1022,2",23:56:00,"1017,0",00:00:00,,,,"13,10"
04/07/20,2012,"22,10","25,7",17:47:00,"17,8",06:57:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,8","0,0","6,20","30,6",13:59:00,157,"81,15",93,03:04:00,69,09:42:00,"1022,3","1023,5",23:42:00,"1021,6",18:48:00,,,,"12,13"
05/07/20,2013,"23,40","28,7",14:10:00,"16,4",07:00:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,0","0,0","6,50","32,2",14:34:00,177,"68,74",94,03:40:00,39,14:12:00,"1021,2","1023,5",00:00:00,"1019,1",19:27:00,,,,"13,38"
06/07/20,2014,"25,20","31,6",16:25:00,"18,3",05:47:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,9","0,0","5,20","27,4",17:15:00,182,"57,11",81,06:35:00,37,19:35:00,"1017,5","1019,5",00:11:00,"1016,1",18:51:00,,,,"15,21"
07/07/20,2015,"23,80","27,3",16:58:00,"19,0",06:13:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,4","0,0","5,60","29,0",15:20:00,178,"65,10",84,23:39:00,48,00:15:00,"1016,8","1018,1",23:57:00,"1015,9",05:01:00,,,,"13,75"
08/07/20,2016,"23,40","28,0",13:39:00,"18,8",06:07:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,1","0,0","5,90","35,4",23:05:00,176,"76,99",93,06:38:00,59,14:05:00,"1018,3","1020,0",12:44:00,"1015,8",21:59:00,,,,"13,40"
09/07/20,2017,"24,10","29,9",16:54:00,"20,0",05:27:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,8","0,0","5,20","33,8",18:51:00,169,"73,15",91,03:27:00,46,19:27:00,"1017,9","1019,4",00:22:00,"1016,2",19:01:00,,,,"14,12"
10/07/20,2018,"24,50","29,8",13:08:00,"18,6",07:02:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,1","0,0","4,60","30,6",14:37:00,72,"64,78",89,05:04:00,38,14:05:00,"1016,5","1018,1",00:40:00,"1015,2",18:51:00,,,,"14,46"
11/07/20,2019,"23,70","27,1",14:28:00,"19,8",07:12:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,4","0,0","7,10","32,2",15:27:00,104,"72,81",94,04:08:00,53,16:27:00,"1018,7","1020,3",13:19:00,"1016,7",04:48:00,,,,"13,71"
12/07/20,2020,"22,60","28,7",13:20:00,"18,6",06:28:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,3","0,2","4,70","30,6",15:13:00,143,"79,48",93,05:36:00,53,12:33:00,"1020,2","1022,0",17:33:00,"1018,7",21:23:00,,,,"12,60"
13/07/20,2021,"23,70","28,2",13:01:00,"19,3",06:07:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,4","0,0","5,20","33,8",15:00:00,134,"76,78",92,05:30:00,53,11:48:00,"1019,7","1021,1",00:49:00,"1018,4",19:21:00,,,,"13,71"
14/07/20,2022,"22,10","26,9",14:26:00,"18,4",06:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,8","0,2","4,40","29,0",12:22:00,169,"71,62",92,06:20:00,36,13:44:00,"1017,9","1020,1",00:00:00,"1016,2",17:27:00,,,,"12,11"
15/07/20,2023,"22,30","27,1",11:46:00,"16,2",07:00:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,9","0,0","6,60","33,8",13:36:00,167,"69,98",93,02:08:00,34,10:53:00,"1018,3","1020,0",23:53:00,"1017,3",00:00:00,,,,"12,26"
16/07/20,2024,"22,50","26,2",12:12:00,"17,4",06:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,2","0,0","7,10","33,8",16:26:00,169,"71,10",87,03:30:00,49,12:12:00,"1019,7","1020,8",11:42:00,"1018,5",20:19:00,,,,"12,51"
17/07/20,2025,"22,40","26,3",17:29:00,"18,4",07:09:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,1","0,0","7,20","35,4",13:53:00,173,"81,11",94,06:35:00,61,16:55:00,"1017,9","1019,2",00:08:00,"1016,1",18:33:00,,,,"12,40"
18/07/20,2026,"22,60","27,1",15:57:00,"17,2",06:58:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,3","0,0","7,20","33,8",14:54:00,180,"78,76",95,04:50:00,61,11:42:00,"1017,3","1018,4",00:19:00,"1015,5",19:21:00,,,,"12,59"
19/07/20,2027,"23,60","27,4",11:28:00,"19,6",07:10:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,3","0,0","7,20","33,8",15:05:00,177,"79,77",95,03:53:00,57,11:09:00,"1017,1","1018,0",01:02:00,"1015,9",19:22:00,,,,"13,64"
20/07/20,2028,"23,10","26,2",17:18:00,"20,5",23:55:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,8","0,0","4,10","20,9",18:25:00,152,"84,14",94,07:52:00,70,19:47:00,"1018,2","1020,4",23:24:00,"1016,6",03:37:00,,,,"13,12"
21/07/20,2029,"23,80","29,7",16:31:00,"18,3",05:04:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,5","0,0","4,10","25,7",14:28:00,161,"69,97",95,05:32:00,29,19:05:00,"1020,2","1021,0",09:29:00,"1019,0",19:18:00,,,,"13,81"
22/07/20,2030,"23,50","30,2",15:24:00,"17,8",06:48:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,2","0,0","3,90","32,2",16:45:00,157,"58,30",82,06:43:00,27,15:37:00,1020,"1022,0",11:28:00,"1017,5",16:32:00,,,,"13,50"
23/07/20,2031,"24,50","31,8",14:32:00,"16,2",06:53:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,2","0,0","6,10","30,6",18:51:00,177,"49,10",75,03:33:00,30,14:59:00,1017,"1019,4",01:16:00,"1014,7",19:05:00,,,,"14,51"
24/07/20,2032,"24,40","29,8",13:17:00,"17,9",07:07:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,1","0,0","5,80","27,4",16:15:00,163,"52,09",75,22:16:00,30,17:35:00,"1015,5","1016,9",23:27:00,"1014,3",05:05:00,,,,"14,45"
25/07/20,2033,"24,10","29,1",17:27:00,"18,5",05:37:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,8","0,0","5,70","30,6",12:32:00,163,"64,45",81,23:54:00,42,17:25:00,"1016,2","1017,5",09:44:00,"1014,6",19:29:00,,,,"14,15"
26/07/20,2034,"25,10","31,0",12:14:00,"19,5",06:44:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,7","0,0","5,20","25,7",12:38:00,166,"67,14",89,06:50:00,36,12:09:00,"1016,6","1018,7",23:42:00,"1015,1",03:52:00,,,,"15,07"
27/07/20,2035,"25,10","30,9",15:55:00,"18,3",07:02:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,8","0,0","6,30","33,8",13:50:00,202,"63,93",87,05:23:00,42,15:41:00,"1017,8","1019,0",10:01:00,"1015,9",19:06:00,,,,"15,14"
28/07/20,2036,"26,20","33,3",15:23:00,"19,4",07:24:00,N/A,N/A,N/A,N/A,N/A,"0,00","7,9","0,0","4,50","25,7",16:14:00,106,"53,77",75,08:46:00,29,16:52:00,"1016,4","1017,6",00:01:00,"1015,5",19:44:00,,,,"16,22"
29/07/20,2037,"25,10","29,6",15:15:00,"20,2",04:07:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,7","0,0","5,40","27,4",10:24:00,35,"77,08",93,06:26:00,61,18:29:00,"1017,1","1018,5",12:44:00,"1016,1",03:40:00,,,,"15,08"
30/07/20,2038,"26,50","33,8",15:12:00,"18,6",07:24:00,N/A,N/A,N/A,N/A,N/A,"0,00","8,2","0,0","2,70","25,7",15:28:00,112,"67,64",96,04:20:00,35,19:31:00,"1017,2","1018,8",22:25:00,"1015,7",19:00:00,,,,"16,52"
31/07/20,2039,"27,80","33,9",15:08:00,"20,6",07:31:00,N/A,N/A,N/A,N/A,N/A,"0,00","9,5","0,0","4,20","35,4",19:20:00,203,"69,65",90,01:54:00,38,11:12:00,"1016,1","1018,5",02:04:00,"1014,6",18:57:00,,,,"17,84"
01/08/20,2040,"26,80","34,2",16:16:00,"20,2",07:24:00,N/A,N/A,N/A,N/A,N/A,"0,00","8,5","0,0","2,70","27,4",16:25:00,125,"77,84",95,05:48:00,52,18:12:00,"1015,6","1017,0",09:24:00,"1013,9",19:26:00,,,,"16,84"
02/08/20,2041,"26,20","30,2",12:11:00,"22,1",04:37:00,N/A,N/A,N/A,N/A,N/A,"0,00","7,8","0,0","5,80","35,4",13:56:00,156,"75,11",97,04:52:00,56,12:12:00,"1015,2","1016,7",08:43:00,"1013,6",17:58:00,,,,"16,18"
03/08/20,2042,"24,80","28,4",14:05:00,"20,8",23:55:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,4","0,0","6,70","30,6",14:29:00,184,"59,78",85,00:26:00,44,10:59:00,1014,"1015,4",23:38:00,"1012,6",17:48:00,,,,"14,77"
04/08/20,2043,"23,20","27,8",10:44:00,"18,2",06:53:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,9","0,0","6,20","33,8",14:15:00,162,"68,26",90,03:56:00,37,10:27:00,"1015,5","1016,4",02:47:00,"1014,5",19:22:00,,,,"13,19"
05/08/20,2044,"23,40","27,1",16:43:00,"18,6",07:07:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,1","0,0","7,60","37,0",14:11:00,163,"78,28",92,03:26:00,65,11:00:00,"1015,3","1016,6",23:19:00,"1014,0",18:23:00,,,,"13,44"
06/08/20,2045,"24,00","28,8",14:15:00,"18,7",06:30:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,7","0,0","6,90","33,8",14:38:00,175,"71,89",90,06:09:00,41,13:51:00,"1017,7","1019,5",23:56:00,"1016,5",00:01:00,,,,"14,04"
07/08/20,2046,"24,90","29,8",14:46:00,"19,3",07:27:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,6","0,0","7,70","33,8",13:21:00,199,"64,50",83,01:00:00,40,16:53:00,"1019,3","1020,9",23:47:00,"1018,4",17:55:00,,,,"14,94"
08/08/20,2047,"25,60","31,4",13:36:00,"19,6",07:37:00,N/A,N/A,N/A,N/A,N/A,"0,00","7,3","0,0","7,00","33,8",20:25:00,192,"60,68",83,23:19:00,43,10:21:00,"1019,7","1021,3",01:15:00,"1017,4",20:05:00,,,,"15,60"
09/08/20,2048,"26,00","32,9",15:29:00,"19,4",07:20:00,N/A,N/A,N/A,N/A,N/A,"0,00","7,6","0,0","5,00","24,1",15:34:00,139,"65,07",87,23:47:00,33,13:25:00,"1017,3","1019,4",00:01:00,"1015,4",17:32:00,,,,"15,98"
10/08/20,2049,"25,50","31,6",14:05:00,"19,3",07:18:00,N/A,N/A,N/A,N/A,N/A,"0,00","7,2","0,0","5,70","32,2",15:22:00,175,"65,22",88,00:04:00,38,14:46:00,"1014,8","1017,2",00:01:00,"1014,0",04:30:00,,,,"15,52"
11/08/20,2050,"24,50","27,9",19:03:00,"21,1",06:17:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,1","0,0","3,70","20,9",14:55:00,47,"71,92",85,06:29:00,51,19:34:00,"1015,6","1016,7",11:21:00,"1014,1",19:51:00,,,,"14,48"
12/08/20,2051,"25,00","31,9",16:52:00,"19,8",23:56:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,6","3,2","6,50","41,8",16:57:00,175,"68,66",91,21:53:00,41,16:51:00,"1014,5","1015,7",00:59:00,"1012,8",16:33:00,,,,"14,98"
13/08/20,2052,"24,20","31,3",14:53:00,"18,3",07:18:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,9","0,0","4,40","33,8",17:19:00,153,"74,48",93,05:16:00,47,15:17:00,"1015,1","1016,6",23:45:00,"1013,7",17:00:00,,,,"14,19"
14/08/20,2053,"23,80","28,8",15:06:00,"19,4",05:53:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,5","0,0","5,00","32,2",15:09:00,146,"75,90",92,05:30:00,56,18:34:00,"1016,3","1017,4",09:39:00,"1014,8",19:04:00,,,,"13,84"
15/08/20,2054,"23,30","29,3",15:50:00,"18,3",07:19:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,0","0,0","4,90","30,6",18:02:00,157,"76,65",90,06:49:00,51,15:53:00,"1013,9","1016,7",00:40:00,"1011,3",19:22:00,,,,"13,32"
16/08/20,2055,"23,80","28,8",12:13:00,"17,8",07:36:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,4","0,0","5,50","32,2",14:40:00,158,"61,99",93,04:46:00,29,10:17:00,"1012,8","1014,1",22:36:00,"1011,6",05:12:00,,,,"13,77"
17/08/20,2056,"23,40","29,0",13:04:00,"17,3",07:25:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,1","0,0","5,30","32,2",15:49:00,136,"67,32",82,23:13:00,47,15:28:00,"1014,5","1015,8",11:03:00,"1013,3",17:45:00,,,,"13,44"
18/08/20,2057,"24,30","29,6",17:46:00,"18,1",07:29:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,0","0,0","4,60","25,7",14:37:00,120,"62,07",88,03:24:00,43,13:52:00,1015,"1016,0",10:35:00,"1014,0",17:44:00,,,,"14,34"
19/08/20,2058,"25,00","31,4",15:29:00,"18,7",06:26:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,7","0,0","5,90","45,1",17:05:00,184,"62,33",81,22:22:00,37,10:45:00,"1012,3","1015,4",00:35:00,"1009,8",19:10:00,,,,"14,99"
20/08/20,2059,"24,80","31,4",16:04:00,"17,6",07:42:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,5","0,0","4,40","27,4",16:32:00,161,"62,55",85,22:13:00,27,18:09:00,"1011,5","1013,2",23:12:00,"1010,3",02:48:00,,,,"14,80"
21/08/20,2060,"25,20","30,9",16:52:00,"19,6",06:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,9","0,0","5,30","25,7",14:10:00,191,"76,59",92,03:06:00,62,11:49:00,"1014,6","1016,9",23:45:00,"1012,9",04:50:00,,,,"15,21"
22/08/20,2061,"25,10","30,2",14:29:00,"20,2",06:00:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,8","0,0","4,40","29,0",12:45:00,117,"76,74",96,07:34:00,50,14:58:00,"1019,7","1021,5",11:39:00,"1016,8",00:09:00,,,,"15,10"
23/08/20,2062,"23,20","25,8",14:37:00,"20,3",10:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,9","0,4","2,50","17,7",16:01:00,59,"76,83",91,05:45:00,63,13:11:00,"1020,9","1022,6",10:39:00,"1019,2",20:22:00,,,,"13,24"
24/08/20,2063,"23,70","27,4",14:58:00,"18,8",07:37:00,N/A,N/A,N/A,N/A,N/A,"0,00","5,3","0,0","5,50","29,0",14:10:00,171,"75,61",91,23:27:00,42,10:57:00,"1018,3","1019,7",00:14:00,"1016,4",19:36:00,,,,"13,67"
25/08/20,2064,"25,20","29,6",16:41:00,"21,3",07:38:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,8","0,0","7,90","33,8",14:20:00,190,"80,30",95,07:33:00,61,16:31:00,"1016,9","1018,6",23:13:00,"1016,1",17:34:00,,,,"15,18"
26/08/20,2065,"25,00","31,1",13:32:00,"19,8",04:45:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,7","0,0","3,40","22,5",16:46:00,121,"83,97",98,02:22:00,64,13:02:00,1019,"1020,3",11:33:00,"1018,0",03:05:00,,,,"15,01"
27/08/20,2066,"24,90","30,6",15:53:00,"19,3",05:35:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,6","0,0","2,60","24,1",17:04:00,57,"79,39",93,23:54:00,65,12:00:00,"1017,4","1020,1",00:00:00,"1014,4",23:36:00,,,,"14,90"
28/08/20,2067,"24,50","30,8",13:20:00,"20,3",03:52:00,N/A,N/A,N/A,N/A,N/A,"0,00","6,2","0,4","3,90","29,0",16:22:00,105,"83,94",98,05:17:00,56,13:02:00,"1008,7","1014,5",00:00:00,"1004,4",20:47:00,,,,"14,50"
29/08/20,2068,"19,70","24,6",13:07:00,"14,8",23:27:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,4","6,8","5,70","33,8",05:16:00,312,"72,33",96,20:58:00,45,11:05:00,"1005,9","1010,6",23:59:00,"1004,3",05:55:00,,,,"9,75"
30/08/20,2069,"19,00","24,8",15:14:00,"14,2",00:42:00,N/A,N/A,N/A,N/A,N/A,"0,00","0,7","0,0","8,30","35,4",11:29:00,353,"56,51",92,00:41:00,31,14:56:00,"1014,2","1019,4",23:56:00,"1010,6",00:00:00,,,,"9,04"
31/08/20,2070,"20,30","24,5",14:08:00,"15,4",07:13:00,N/A,N/A,N/A,N/A,N/A,"0,00","2,0","0,0","7,50","32,2",02:37:00,121,"52,98",82,23:54:00,34,11:34:00,"1019,3","1021,0",10:36:00,"1017,7",19:07:00,,,,"10,32"
01/09/20,2071,"19,40","24,7",15:14:00,"13,7",07:46:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,0","0,0","3,10","27,4",15:33:00,148,"79,66",94,06:21:00,65,11:24:00,"1015,8","1019,2",00:30:00,"1013,4",17:47:00,,,,"9,38"
02/09/20,2072,"20,10","26,2",12:21:00,"13,2",07:38:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,7","0,0","4,70","29,0",14:16:00,121,"77,62",95,03:30:00,46,12:22:00,"1017,7","1021,2",23:37:00,"1015,3",01:01:00,,,,"10,05"
03/09/20,2073,"21,10","25,9",15:41:00,"16,0",07:28:00,N/A,N/A,N/A,N/A,N/A,"0,00","2,7","0,0","6,30","37,0",15:57:00,171,"75,67",95,02:37:00,53,10:17:00,"1023,2","1026,0",23:50:00,"1020,9",00:13:00,,,,"11,08"
04/09/20,2074,"21,20","26,1",15:17:00,"14,8",07:02:00,N/A,N/A,N/A,N/A,N/A,"0,00","2,9","0,0","5,80","33,8",15:05:00,175,"75,59",93,04:15:00,55,17:14:00,"1025,1","1026,7",11:04:00,"1023,7",20:15:00,,,,"11,20"
05/09/20,2075,"21,40","27,1",15:54:00,"15,2",07:36:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,0","0,0","5,30","27,4",14:05:00,169,"76,55",94,05:57:00,55,15:13:00,"1021,6","1024,5",00:00:00,"1019,5",18:10:00,,,,"11,37"
06/09/20,2076,"22,30","27,7",12:57:00,"17,1",07:28:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,0","0,2","5,50","32,2",14:36:00,181,"72,26",93,23:55:00,48,15:21:00,"1018,5","1020,6",00:03:00,"1016,4",20:35:00,,,,"12,32"
07/09/20,2077,"20,00","22,9",13:12:00,"17,5",23:05:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,7","0,0","7,60","38,6",14:16:00,55,"66,06",93,00:00:00,40,12:16:00,"1019,5","1023,5",23:29:00,"1016,9",05:35:00,,,,"10,00"
08/09/20,2078,"19,60","25,1",13:29:00,"13,1",08:01:00,N/A,N/A,N/A,N/A,N/A,"0,00","1,3","0,0","4,60","29,0",03:02:00,58,"63,06",89,05:16:00,35,13:27:00,"1024,1","1025,1",11:21:00,"1023,3",00:35:00,,,,"9,64"
09/09/20,2079,"19,20","24,7",12:12:00,"15,4",08:11:00,N/A,N/A,N/A,N/A,N/A,"0,00","0,9","9,0","4,30","22,5",13:07:00,24,"81,26",95,21:43:00,58,11:35:00,"1022,4","1024,4",00:00:00,"1021,0",20:35:00,,,,"9,21"
10/09/20,2080,"20,60","26,3",13:30:00,"15,3",07:56:00,N/A,N/A,N/A,N/A,N/A,"0,00","2,3","0,2","3,60","24,1",16:13:00,177,"82,12",100,00:03:00,56,12:43:00,"1019,8","1022,8",00:14:00,"1017,3",19:22:00,,,,"10,61"
11/09/20,2081,"21,90","29,1",16:19:00,"15,4",08:05:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,5","0,0","3,80","24,1",14:04:00,167,"61,25",91,03:35:00,26,11:45:00,"1016,5","1018,7",01:01:00,"1015,2",18:02:00,,,,"11,86"
12/09/20,2082,"22,00","29,0",13:15:00,"15,4",07:59:00,N/A,N/A,N/A,N/A,N/A,"0,00","3,6","0,0","4,10","30,6",14:18:00,175,"66,16",89,05:23:00,37,13:05:00,"1019,8","1023,4",23:39:00,"1017,7",00:01:00,,,,"11,96"
13/09/20,2083,"23,00","29,6",14:47:00,"16,4",07:48:00,N/A,N/A,N/A,N/A,N/A,"0,00","4,6","0,0","4,40","30,6",14:34:00,171,"57,29",79,04:43:00,33,17:50:00,"1024,1","1025,5",23:03:00,"1022,8",04:17:00,,,,"12,96"
